date,revenue,units_sold,product,region
2026-04-30,63.57,1,Starter Plan,North America
2026-04-30,341.15,2,Growth Plan,EMEA
2026-04-30,127.32,2,Starter Plan,North America
2026-04-30,62.53,1,Starter Plan,North America
2026-04-30,446.78,1,Enterprise Plan,North America
2026-04-30,201.14,1,Growth Plan,North America
2026-04-30,171.87,1,Growth Plan,North America
2026-04-30,51.3,1,Starter Plan,EMEA
2026-04-30,178.35,1,Growth Plan,EMEA
2026-04-30,117.15,2,Starter Plan,North America
2026-04-30,63.94,1,Starter Plan,EMEA
2026-04-30,365.53,1,Enterprise Plan,APAC
2026-04-30,59.0,2,Add-on Seats,APAC
2026-04-30,177.61,1,Growth Plan,EMEA
2026-05-01,189.38,1,Growth Plan,APAC
2026-05-01,62.94,1,Starter Plan,EMEA
2026-05-01,58.82,1,Starter Plan,EMEA
2026-05-01,63.6,1,Starter Plan,EMEA
2026-05-01,729.94,2,Enterprise Plan,APAC
2026-05-01,57.35,2,Add-on Seats,North America
2026-05-01,412.24,1,Enterprise Plan,North America
2026-05-01,135.12,2,Starter Plan,EMEA
2026-05-01,310.23,2,Growth Plan,North America
2026-05-01,456.15,1,Enterprise Plan,EMEA
2026-05-01,163.87,1,Growth Plan,North America
2026-05-01,64.44,2,Add-on Seats,North America
2026-05-01,130.7,2,Starter Plan,APAC
2026-05-01,52.99,2,Add-on Seats,EMEA
2026-05-01,63.42,2,Add-on Seats,EMEA
2026-05-01,61.93,1,Starter Plan,EMEA
2026-05-01,384.9,2,Growth Plan,North America
2026-05-01,66.26,2,Add-on Seats,APAC
2026-05-01,113.08,2,Starter Plan,North America
2026-05-01,111.9,2,Starter Plan,North America
2026-05-01,429.0,1,Enterprise Plan,North America
2026-05-01,418.54,1,Enterprise Plan,North America
2026-05-01,417.99,1,Enterprise Plan,North America
2026-05-01,363.37,2,Growth Plan,North America
2026-05-01,392.19,2,Growth Plan,North America
2026-05-02,188.88,1,Growth Plan,North America
2026-05-02,129.37,2,Starter Plan,EMEA
2026-05-02,29.18,1,Add-on Seats,APAC
2026-05-02,28.35,1,Add-on Seats,North America
2026-05-02,169.97,1,Growth Plan,North America
2026-05-02,756.19,2,Enterprise Plan,EMEA
2026-05-02,760.61,2,Enterprise Plan,EMEA
2026-05-02,105.76,2,Starter Plan,EMEA
2026-05-03,31.02,1,Add-on Seats,APAC
2026-05-03,60.61,1,Starter Plan,North America
2026-05-03,180.47,1,Growth Plan,EMEA
2026-05-03,175.56,1,Growth Plan,North America
2026-05-03,32.81,1,Add-on Seats,North America
2026-05-03,338.1,2,Growth Plan,North America
2026-05-03,189.91,1,Growth Plan,APAC
2026-05-03,58.74,1,Starter Plan,EMEA
2026-05-04,328.28,2,Growth Plan,North America
2026-05-04,31.79,1,Add-on Seats,APAC
2026-05-04,63.05,2,Add-on Seats,EMEA
2026-05-04,367.32,2,Growth Plan,APAC
2026-05-04,57.68,1,Starter Plan,EMEA
2026-05-04,33.71,1,Add-on Seats,North America
2026-05-04,433.18,1,Enterprise Plan,North America
2026-05-04,101.48,2,Starter Plan,North America
2026-05-04,66.87,2,Add-on Seats,EMEA
2026-05-04,180.11,1,Growth Plan,North America
2026-05-04,56.71,1,Starter Plan,EMEA
2026-05-04,30.38,1,Add-on Seats,North America
2026-05-04,120.0,2,Starter Plan,North America
2026-05-04,132.87,2,Starter Plan,APAC
2026-05-04,108.57,2,Starter Plan,EMEA
2026-05-04,385.2,2,Growth Plan,North America
2026-05-05,57.96,1,Starter Plan,North America
2026-05-05,109.56,2,Starter Plan,North America
2026-05-05,59.72,1,Starter Plan,North America
2026-05-05,65.44,1,Starter Plan,APAC
2026-05-05,345.72,2,Growth Plan,APAC
2026-05-05,181.21,1,Growth Plan,EMEA
2026-05-05,183.3,1,Growth Plan,EMEA
2026-05-05,56.12,1,Starter Plan,EMEA
2026-05-05,124.22,2,Starter Plan,North America
2026-05-05,59.12,1,Starter Plan,EMEA
2026-05-05,374.81,2,Growth Plan,North America
2026-05-05,464.97,1,Enterprise Plan,North America
2026-05-05,403.36,1,Enterprise Plan,North America
2026-05-05,59.74,1,Starter Plan,North America
2026-05-05,58.81,1,Starter Plan,APAC
2026-05-05,54.83,1,Starter Plan,EMEA
2026-05-05,414.3,2,Growth Plan,North America
2026-05-05,65.36,1,Starter Plan,EMEA
2026-05-05,119.4,2,Starter Plan,APAC
2026-05-05,460.29,1,Enterprise Plan,EMEA
2026-05-05,170.58,1,Growth Plan,EMEA
2026-05-05,60.46,2,Add-on Seats,APAC
2026-05-05,431.41,1,Enterprise Plan,North America
2026-05-05,112.3,2,Starter Plan,EMEA
2026-05-05,58.49,2,Add-on Seats,North America
2026-05-05,1217.62,3,Enterprise Plan,North America
2026-05-05,178.14,3,Starter Plan,North America
2026-05-06,59.61,1,Starter Plan,EMEA
2026-05-06,119.46,2,Starter Plan,EMEA
2026-05-06,56.55,2,Add-on Seats,EMEA
2026-05-06,120.77,2,Starter Plan,EMEA
2026-05-06,128.31,2,Starter Plan,North America
2026-05-06,65.67,2,Add-on Seats,APAC
2026-05-06,111.79,2,Starter Plan,EMEA
2026-05-06,54.74,2,Add-on Seats,North America
2026-05-06,122.15,2,Starter Plan,EMEA
2026-05-06,28.8,1,Add-on Seats,North America
2026-05-06,324.99,2,Growth Plan,EMEA
2026-05-06,439.09,1,Enterprise Plan,North America
2026-05-06,183.44,1,Growth Plan,North America
2026-05-06,56.55,1,Starter Plan,EMEA
2026-05-06,34.72,1,Add-on Seats,North America
2026-05-06,63.51,2,Add-on Seats,APAC
2026-05-06,121.04,2,Starter Plan,North America
2026-05-06,29.45,1,Add-on Seats,EMEA
2026-05-06,124.03,2,Starter Plan,North America
2026-05-06,398.25,1,Enterprise Plan,APAC
2026-05-06,149.74,1,Growth Plan,EMEA
2026-05-06,950.12,2,Enterprise Plan,North America
2026-05-06,405.71,2,Growth Plan,North America
2026-05-06,171.4,1,Growth Plan,EMEA
2026-05-06,129.49,2,Starter Plan,North America
2026-05-06,33.41,1,Add-on Seats,North America
2026-05-06,113.4,2,Starter Plan,EMEA
2026-05-06,434.57,1,Enterprise Plan,North America
2026-05-06,118.06,2,Starter Plan,North America
2026-05-06,222.21,1,Growth Plan,APAC
2026-05-06,65.8,1,Starter Plan,EMEA
2026-05-06,184.65,1,Growth Plan,APAC
2026-05-06,28.28,1,Add-on Seats,EMEA
2026-05-06,62.83,1,Starter Plan,EMEA
2026-05-06,55.22,1,Starter Plan,EMEA
2026-05-06,58.58,1,Starter Plan,North America
2026-05-06,188.83,1,Growth Plan,North America
2026-05-07,190.72,1,Growth Plan,APAC
2026-05-07,785.75,2,Enterprise Plan,North America
2026-05-07,55.25,2,Add-on Seats,North America
2026-05-07,30.29,1,Add-on Seats,EMEA
2026-05-07,313.37,2,Growth Plan,EMEA
2026-05-07,339.13,2,Growth Plan,North America
2026-05-07,60.51,2,Add-on Seats,APAC
2026-05-07,364.72,2,Growth Plan,North America
2026-05-07,33.63,1,Add-on Seats,North America
2026-05-07,112.52,2,Starter Plan,EMEA
2026-05-07,58.16,1,Starter Plan,North America
2026-05-07,208.71,1,Growth Plan,North America
2026-05-07,121.63,2,Starter Plan,North America
2026-05-07,343.22,2,Growth Plan,EMEA
2026-05-07,58.42,2,Add-on Seats,North America
2026-05-07,60.38,1,Starter Plan,North America
2026-05-07,59.13,1,Starter Plan,North America
2026-05-07,421.72,1,Enterprise Plan,EMEA
2026-05-07,68.71,1,Starter Plan,APAC
2026-05-07,369.16,2,Growth Plan,APAC
2026-05-07,182.35,1,Growth Plan,EMEA
2026-05-07,343.06,2,Growth Plan,APAC
2026-05-07,126.09,2,Starter Plan,North America
2026-05-07,409.59,1,Enterprise Plan,North America
2026-05-07,114.36,2,Starter Plan,North America
2026-05-07,176.72,1,Growth Plan,APAC
2026-05-08,63.75,1,Starter Plan,North America
2026-05-08,58.77,2,Add-on Seats,APAC
2026-05-08,88.57,3,Add-on Seats,EMEA
2026-05-08,178.63,1,Growth Plan,EMEA
2026-05-08,176.33,1,Growth Plan,North America
2026-05-08,447.98,1,Enterprise Plan,EMEA
2026-05-08,62.88,1,Starter Plan,APAC
2026-05-08,60.97,2,Add-on Seats,North America
2026-05-08,123.72,2,Starter Plan,EMEA
2026-05-08,107.74,2,Starter Plan,EMEA
2026-05-08,140.24,2,Starter Plan,APAC
2026-05-08,28.29,1,Add-on Seats,EMEA
2026-05-08,29.23,1,Add-on Seats,EMEA
2026-05-08,65.43,2,Add-on Seats,APAC
2026-05-08,26.29,1,Add-on Seats,North America
2026-05-08,368.87,2,Growth Plan,APAC
2026-05-08,179.29,1,Growth Plan,APAC
2026-05-08,194.41,1,Growth Plan,North America
2026-05-08,55.78,1,Starter Plan,North America
2026-05-08,180.59,1,Growth Plan,EMEA
2026-05-08,343.7,2,Growth Plan,APAC
2026-05-08,114.71,2,Starter Plan,North America
2026-05-08,69.59,2,Add-on Seats,APAC
2026-05-08,380.16,1,Enterprise Plan,APAC
2026-05-08,417.23,1,Enterprise Plan,APAC
2026-05-08,172.89,1,Growth Plan,North America
2026-05-08,28.94,1,Add-on Seats,APAC
2026-05-09,113.1,2,Starter Plan,APAC
2026-05-09,62.39,2,Add-on Seats,EMEA
2026-05-09,26.14,1,Add-on Seats,North America
2026-05-09,354.3,2,Growth Plan,APAC
2026-05-09,60.84,1,Starter Plan,EMEA
2026-05-09,326.83,2,Growth Plan,EMEA
2026-05-09,398.7,1,Enterprise Plan,EMEA
2026-05-09,63.97,2,Add-on Seats,APAC
2026-05-09,395.38,2,Growth Plan,EMEA
2026-05-09,61.4,1,Starter Plan,North America
2026-05-09,146.0,1,Growth Plan,APAC
2026-05-09,108.76,2,Starter Plan,North America
2026-05-09,176.2,1,Growth Plan,EMEA
2026-05-09,132.85,2,Starter Plan,North America
2026-05-09,66.15,1,Starter Plan,North America
2026-05-10,31.79,1,Add-on Seats,North America
2026-05-10,386.82,2,Growth Plan,APAC
2026-05-10,398.98,1,Enterprise Plan,APAC
2026-05-10,117.97,2,Starter Plan,EMEA
2026-05-10,27.07,1,Add-on Seats,North America
2026-05-10,65.0,1,Starter Plan,EMEA
2026-05-10,64.29,1,Starter Plan,EMEA
2026-05-10,62.65,1,Starter Plan,North America
2026-05-10,115.96,2,Starter Plan,North America
2026-05-11,935.69,2,Enterprise Plan,North America
2026-05-11,32.81,1,Add-on Seats,North America
2026-05-11,327.15,2,Growth Plan,North America
2026-05-11,33.06,1,Add-on Seats,North America
2026-05-11,63.31,1,Starter Plan,APAC
2026-05-11,131.3,2,Starter Plan,North America
2026-05-11,461.01,1,Enterprise Plan,EMEA
2026-05-11,352.17,2,Growth Plan,APAC
2026-05-11,64.22,1,Starter Plan,APAC
2026-05-11,133.46,2,Starter Plan,APAC
2026-05-11,817.49,2,Enterprise Plan,EMEA
2026-05-11,114.93,2,Starter Plan,North America
2026-05-11,30.7,1,Add-on Seats,North America
2026-05-11,62.54,2,Add-on Seats,North America
2026-05-11,59.01,2,Add-on Seats,EMEA
2026-05-11,408.75,2,Growth Plan,North America
2026-05-11,401.56,2,Growth Plan,APAC
2026-05-11,67.38,2,Add-on Seats,EMEA
2026-05-11,126.0,2,Starter Plan,APAC
2026-05-11,31.0,1,Add-on Seats,North America
2026-05-11,320.56,2,Growth Plan,North America
2026-05-11,117.11,2,Starter Plan,APAC
2026-05-11,545.51,3,Growth Plan,EMEA
2026-05-11,548.28,3,Growth Plan,North America
2026-05-11,176.83,1,Growth Plan,EMEA
2026-05-11,396.32,2,Growth Plan,North America
2026-05-11,63.96,1,Starter Plan,APAC
2026-05-11,59.71,1,Starter Plan,APAC
2026-05-11,361.31,2,Growth Plan,EMEA
2026-05-11,348.42,2,Growth Plan,North America
2026-05-11,111.87,2,Starter Plan,North America
2026-05-11,111.7,2,Starter Plan,EMEA
2026-05-12,64.06,1,Starter Plan,EMEA
2026-05-12,434.48,1,Enterprise Plan,North America
2026-05-12,57.13,1,Starter Plan,APAC
2026-05-12,60.9,2,Add-on Seats,North America
2026-05-12,59.83,1,Starter Plan,APAC
2026-05-12,142.37,2,Starter Plan,EMEA
2026-05-12,377.8,2,Growth Plan,North America
2026-05-12,595.2,3,Growth Plan,North America
2026-05-12,127.2,2,Starter Plan,APAC
2026-05-12,350.49,2,Growth Plan,North America
2026-05-12,87.0,3,Add-on Seats,APAC
2026-05-12,67.32,1,Starter Plan,APAC
2026-05-12,217.34,1,Growth Plan,EMEA
2026-05-12,179.82,1,Growth Plan,North America
2026-05-12,357.54,2,Growth Plan,APAC
2026-05-12,774.94,2,Enterprise Plan,North America
2026-05-12,177.06,3,Starter Plan,APAC
2026-05-12,26.99,1,Add-on Seats,North America
2026-05-12,429.85,1,Enterprise Plan,North America
2026-05-12,181.88,1,Growth Plan,North America
2026-05-12,29.15,1,Add-on Seats,EMEA
2026-05-12,418.15,1,Enterprise Plan,EMEA
2026-05-12,88.5,3,Add-on Seats,EMEA
2026-05-12,60.45,1,Starter Plan,APAC
2026-05-12,54.09,1,Starter Plan,EMEA
2026-05-12,55.0,2,Add-on Seats,APAC
2026-05-12,448.84,1,Enterprise Plan,EMEA
2026-05-12,164.33,1,Growth Plan,North America
2026-05-13,130.65,2,Starter Plan,North America
2026-05-13,178.25,1,Growth Plan,North America
2026-05-13,193.94,1,Growth Plan,North America
2026-05-13,182.27,1,Growth Plan,APAC
2026-05-13,891.63,2,Enterprise Plan,North America
2026-05-13,61.42,2,Add-on Seats,North America
2026-05-13,67.07,2,Add-on Seats,EMEA
2026-05-13,379.57,2,Growth Plan,North America
2026-05-13,30.94,1,Add-on Seats,EMEA
2026-05-13,122.1,2,Starter Plan,North America
2026-05-13,65.25,1,Starter Plan,North America
2026-05-13,125.97,2,Starter Plan,APAC
2026-05-13,59.23,1,Starter Plan,APAC
2026-05-13,64.36,1,Starter Plan,North America
2026-05-13,59.94,2,Add-on Seats,APAC
2026-05-13,866.57,2,Enterprise Plan,EMEA
2026-05-13,192.35,1,Growth Plan,North America
2026-05-13,30.69,1,Add-on Seats,North America
2026-05-13,62.64,2,Add-on Seats,North America
2026-05-13,438.54,1,Enterprise Plan,APAC
2026-05-13,176.18,1,Growth Plan,North America
2026-05-13,184.53,1,Growth Plan,EMEA
2026-05-13,399.27,2,Growth Plan,North America
2026-05-13,91.01,3,Add-on Seats,APAC
2026-05-13,33.3,1,Add-on Seats,APAC
2026-05-13,54.45,1,Starter Plan,North America
2026-05-13,110.27,2,Starter Plan,EMEA
2026-05-13,181.51,3,Starter Plan,APAC
2026-05-13,123.02,2,Starter Plan,North America
2026-05-14,175.55,1,Growth Plan,North America
2026-05-14,65.1,2,Add-on Seats,EMEA
2026-05-14,161.83,3,Starter Plan,EMEA
2026-05-14,107.59,2,Starter Plan,North America
2026-05-14,86.36,3,Add-on Seats,North America
2026-05-14,60.28,2,Add-on Seats,North America
2026-05-14,57.21,1,Starter Plan,North America
2026-05-14,31.39,1,Add-on Seats,North America
2026-05-14,64.65,1,Starter Plan,North America
2026-05-14,909.36,2,Enterprise Plan,North America
2026-05-14,56.84,2,Add-on Seats,North America
2026-05-14,193.94,1,Growth Plan,EMEA
2026-05-14,60.49,2,Add-on Seats,North America
2026-05-14,50.31,1,Starter Plan,North America
2026-05-14,57.61,1,Starter Plan,APAC
2026-05-14,384.16,2,Growth Plan,EMEA
2026-05-14,64.15,1,Starter Plan,APAC
2026-05-14,125.25,2,Starter Plan,North America
2026-05-14,134.77,2,Starter Plan,North America
2026-05-14,355.73,2,Growth Plan,North America
2026-05-14,30.44,1,Add-on Seats,APAC
2026-05-14,135.46,2,Starter Plan,EMEA
2026-05-14,1018.25,2,Enterprise Plan,EMEA
2026-05-14,366.69,2,Growth Plan,APAC
2026-05-15,27.28,1,Add-on Seats,North America
2026-05-15,402.68,2,Growth Plan,EMEA
2026-05-15,185.34,1,Growth Plan,North America
2026-05-15,61.53,1,Starter Plan,North America
2026-05-15,306.87,2,Growth Plan,North America
2026-05-15,848.72,2,Enterprise Plan,APAC
2026-05-15,200.04,1,Growth Plan,North America
2026-05-15,62.5,2,Add-on Seats,North America
2026-05-15,63.17,2,Add-on Seats,North America
2026-05-15,389.54,2,Growth Plan,North America
2026-05-15,60.01,1,Starter Plan,APAC
2026-05-15,62.2,1,Starter Plan,North America
2026-05-15,463.18,1,Enterprise Plan,North America
2026-05-15,56.78,1,Starter Plan,North America
2026-05-15,34.15,1,Add-on Seats,North America
2026-05-15,130.24,2,Starter Plan,APAC
2026-05-15,146.93,2,Starter Plan,APAC
2026-05-15,161.77,1,Growth Plan,EMEA
2026-05-15,195.57,1,Growth Plan,North America
2026-05-15,302.92,2,Growth Plan,North America
2026-05-15,390.39,1,Enterprise Plan,North America
2026-05-15,607.3,3,Growth Plan,North America
2026-05-15,120.95,2,Starter Plan,EMEA
2026-05-15,57.14,1,Starter Plan,APAC
2026-05-15,364.8,1,Enterprise Plan,North America
2026-05-15,63.01,1,Starter Plan,APAC
2026-05-15,536.08,3,Growth Plan,EMEA
2026-05-15,988.01,2,Enterprise Plan,EMEA
2026-05-15,65.73,1,Starter Plan,North America
2026-05-15,882.11,2,Enterprise Plan,APAC
2026-05-16,129.23,2,Starter Plan,North America
2026-05-16,948.25,2,Enterprise Plan,EMEA
2026-05-16,368.1,2,Growth Plan,North America
2026-05-16,59.19,1,Starter Plan,EMEA
2026-05-16,131.95,2,Starter Plan,EMEA
2026-05-16,94.78,3,Add-on Seats,North America
2026-05-16,64.39,1,Starter Plan,North America
2026-05-16,54.6,1,Starter Plan,APAC
2026-05-16,769.55,2,Enterprise Plan,APAC
2026-05-16,67.3,2,Add-on Seats,North America
2026-05-16,63.95,2,Add-on Seats,North America
2026-05-16,391.13,2,Growth Plan,North America
2026-05-17,213.28,1,Growth Plan,North America
2026-05-17,186.77,1,Growth Plan,EMEA
2026-05-17,53.33,1,Starter Plan,North America
2026-05-17,406.55,1,Enterprise Plan,North America
2026-05-17,190.13,1,Growth Plan,North America
2026-05-17,58.63,1,Starter Plan,North America
2026-05-17,118.1,2,Starter Plan,North America
2026-05-17,64.09,1,Starter Plan,North America
2026-05-17,49.82,1,Starter Plan,EMEA
2026-05-17,444.09,1,Enterprise Plan,EMEA
2026-05-17,413.85,1,Enterprise Plan,APAC
2026-05-17,948.84,2,Enterprise Plan,North America
2026-05-17,36.47,1,Add-on Seats,EMEA
2026-05-18,440.72,1,Enterprise Plan,APAC
2026-05-18,402.03,1,Enterprise Plan,EMEA
2026-05-18,206.88,3,Starter Plan,EMEA
2026-05-18,411.83,2,Growth Plan,EMEA
2026-05-18,66.62,1,Starter Plan,North America
2026-05-18,28.3,1,Add-on Seats,North America
2026-05-18,875.14,2,Enterprise Plan,EMEA
2026-05-18,53.93,1,Starter Plan,EMEA
2026-05-18,69.05,2,Add-on Seats,North America
2026-05-18,573.66,3,Growth Plan,EMEA
2026-05-18,33.19,1,Add-on Seats,North America
2026-05-18,215.32,1,Growth Plan,EMEA
2026-05-18,353.61,2,Growth Plan,North America
2026-05-18,315.98,2,Growth Plan,APAC
2026-05-18,134.12,2,Starter Plan,APAC
2026-05-18,842.82,2,Enterprise Plan,North America
2026-05-18,49.64,1,Starter Plan,EMEA
2026-05-18,382.59,2,Growth Plan,North America
2026-05-18,129.26,2,Starter Plan,EMEA
2026-05-18,656.43,3,Growth Plan,North America
2026-05-18,326.63,2,Growth Plan,North America
2026-05-18,217.57,1,Growth Plan,APAC
2026-05-18,57.96,1,Starter Plan,APAC
2026-05-18,349.15,2,Growth Plan,North America
2026-05-18,54.42,1,Starter Plan,EMEA
2026-05-18,841.98,2,Enterprise Plan,North America
2026-05-18,359.84,2,Growth Plan,EMEA
2026-05-19,201.52,1,Growth Plan,North America
2026-05-19,197.75,1,Growth Plan,EMEA
2026-05-19,97.76,2,Starter Plan,North America
2026-05-19,234.56,1,Growth Plan,APAC
2026-05-19,181.86,1,Growth Plan,APAC
2026-05-19,392.78,2,Growth Plan,EMEA
2026-05-19,66.66,1,Starter Plan,APAC
2026-05-19,440.05,1,Enterprise Plan,North America
2026-05-19,757.63,2,Enterprise Plan,North America
2026-05-19,126.39,2,Starter Plan,EMEA
2026-05-19,200.5,1,Growth Plan,North America
2026-05-19,27.94,1,Add-on Seats,North America
2026-05-19,198.73,1,Growth Plan,North America
2026-05-19,29.73,1,Add-on Seats,APAC
2026-05-19,177.33,1,Growth Plan,North America
2026-05-19,62.77,1,Starter Plan,EMEA
2026-05-19,47.35,1,Starter Plan,North America
2026-05-19,830.39,2,Enterprise Plan,APAC
2026-05-19,30.83,1,Add-on Seats,APAC
2026-05-19,55.82,1,Starter Plan,North America
2026-05-20,31.88,1,Add-on Seats,North America
2026-05-20,62.3,2,Add-on Seats,EMEA
2026-05-20,60.8,1,Starter Plan,APAC
2026-05-20,123.0,2,Starter Plan,North America
2026-05-20,383.36,2,Growth Plan,North America
2026-05-20,30.46,1,Add-on Seats,APAC
2026-05-20,52.27,1,Starter Plan,EMEA
2026-05-20,60.01,1,Starter Plan,APAC
2026-05-20,806.87,2,Enterprise Plan,EMEA
2026-05-20,106.07,2,Starter Plan,North America
2026-05-20,183.06,1,Growth Plan,North America
2026-05-20,60.17,2,Add-on Seats,EMEA
2026-05-20,458.84,1,Enterprise Plan,APAC
2026-05-20,114.88,2,Starter Plan,EMEA
2026-05-20,182.58,1,Growth Plan,North America
2026-05-20,198.0,1,Growth Plan,North America
2026-05-20,417.74,2,Growth Plan,APAC
2026-05-20,355.72,2,Growth Plan,North America
2026-05-20,63.21,2,Add-on Seats,North America
2026-05-20,69.28,2,Add-on Seats,APAC
2026-05-20,116.42,2,Starter Plan,North America
2026-05-20,29.54,1,Add-on Seats,EMEA
2026-05-20,190.53,1,Growth Plan,North America
2026-05-20,120.53,2,Starter Plan,North America
2026-05-20,128.09,2,Starter Plan,APAC
2026-05-20,60.21,1,Starter Plan,EMEA
2026-05-20,194.98,1,Growth Plan,APAC
2026-05-20,29.48,1,Add-on Seats,EMEA
2026-05-20,252.3,4,Starter Plan,APAC
2026-05-20,31.08,1,Add-on Seats,EMEA
2026-05-20,59.41,1,Starter Plan,North America
2026-05-20,774.44,2,Enterprise Plan,North America
2026-05-20,387.83,2,Growth Plan,EMEA
2026-05-20,29.43,1,Add-on Seats,North America
2026-05-20,58.05,1,Starter Plan,North America
2026-05-20,185.76,1,Growth Plan,APAC
2026-05-20,186.21,1,Growth Plan,North America
2026-05-20,66.31,1,Starter Plan,EMEA
2026-05-21,982.11,2,Enterprise Plan,EMEA
2026-05-21,360.55,2,Growth Plan,North America
2026-05-21,367.23,2,Growth Plan,APAC
2026-05-21,185.12,1,Growth Plan,EMEA
2026-05-21,120.5,2,Starter Plan,North America
2026-05-21,1314.1,3,Enterprise Plan,North America
2026-05-21,53.94,1,Starter Plan,EMEA
2026-05-21,386.0,2,Growth Plan,EMEA
2026-05-21,48.58,1,Starter Plan,EMEA
2026-05-21,124.5,2,Starter Plan,North America
2026-05-21,139.43,2,Starter Plan,North America
2026-05-21,192.71,1,Growth Plan,North America
2026-05-21,54.78,1,Starter Plan,North America
2026-05-21,368.28,2,Growth Plan,North America
2026-05-21,60.29,2,Add-on Seats,APAC
2026-05-21,127.2,2,Starter Plan,EMEA
2026-05-21,335.18,2,Growth Plan,EMEA
2026-05-21,133.81,2,Starter Plan,North America
2026-05-21,167.94,1,Growth Plan,EMEA
2026-05-21,375.03,2,Growth Plan,EMEA
2026-05-21,75.56,1,Starter Plan,APAC
2026-05-21,58.94,1,Starter Plan,North America
2026-05-21,63.78,1,Starter Plan,North America
2026-05-21,59.49,1,Starter Plan,North America
2026-05-21,109.52,2,Starter Plan,North America
2026-05-21,55.66,1,Starter Plan,APAC
2026-05-21,199.64,1,Growth Plan,APAC
2026-05-21,53.85,1,Starter Plan,North America
2026-05-21,905.93,2,Enterprise Plan,EMEA
2026-05-21,94.37,3,Add-on Seats,North America
2026-05-21,28.32,1,Add-on Seats,EMEA
2026-05-21,384.68,2,Growth Plan,APAC
2026-05-22,132.48,2,Starter Plan,APAC
2026-05-22,60.25,1,Starter Plan,North America
2026-05-22,379.25,2,Growth Plan,North America
2026-05-22,60.97,2,Add-on Seats,North America
2026-05-22,406.97,1,Enterprise Plan,North America
2026-05-22,30.96,1,Add-on Seats,North America
2026-05-22,63.76,1,Starter Plan,North America
2026-05-22,53.78,2,Add-on Seats,EMEA
2026-05-22,186.94,1,Growth Plan,North America
2026-05-22,116.3,2,Starter Plan,North America
2026-05-22,368.72,2,Growth Plan,North America
2026-05-22,59.38,2,Add-on Seats,North America
2026-05-22,366.97,2,Growth Plan,APAC
2026-05-22,30.09,1,Add-on Seats,APAC
2026-05-22,59.39,1,Starter Plan,EMEA
2026-05-22,29.58,1,Add-on Seats,North America
2026-05-22,64.06,1,Starter Plan,North America
2026-05-22,61.97,1,Starter Plan,APAC
2026-05-22,33.07,1,Add-on Seats,APAC
2026-05-22,114.11,2,Starter Plan,North America
2026-05-22,380.67,2,Growth Plan,North America
2026-05-22,123.26,2,Starter Plan,North America
2026-05-22,108.53,2,Starter Plan,North America
2026-05-22,516.74,3,Growth Plan,EMEA
2026-05-22,102.58,2,Starter Plan,EMEA
2026-05-22,65.02,1,Starter Plan,EMEA
2026-05-22,60.11,1,Starter Plan,North America
2026-05-22,388.94,1,Enterprise Plan,EMEA
2026-05-23,202.15,1,Growth Plan,EMEA
2026-05-23,954.84,2,Enterprise Plan,EMEA
2026-05-23,61.8,2,Add-on Seats,North America
2026-05-23,185.2,1,Growth Plan,North America
2026-05-23,67.97,2,Add-on Seats,EMEA
2026-05-23,62.38,1,Starter Plan,APAC
2026-05-23,360.3,2,Growth Plan,North America
2026-05-23,63.16,2,Add-on Seats,North America
2026-05-23,488.94,1,Enterprise Plan,APAC
2026-05-23,125.69,2,Starter Plan,North America
2026-05-23,64.24,2,Add-on Seats,EMEA
2026-05-23,34.21,1,Add-on Seats,North America
2026-05-23,101.38,3,Add-on Seats,EMEA
2026-05-23,132.26,2,Starter Plan,EMEA
2026-05-24,141.65,2,Starter Plan,EMEA
2026-05-24,135.76,2,Starter Plan,EMEA
2026-05-24,129.07,2,Starter Plan,EMEA
2026-05-24,33.47,1,Add-on Seats,North America
2026-05-24,381.9,2,Growth Plan,EMEA
2026-05-24,132.56,2,Starter Plan,North America
2026-05-24,421.16,2,Growth Plan,APAC
2026-05-24,404.39,2,Growth Plan,EMEA
2026-05-24,200.91,1,Growth Plan,North America
2026-05-24,410.92,2,Growth Plan,APAC
2026-05-24,66.37,2,Add-on Seats,North America
2026-05-24,829.96,2,Enterprise Plan,North America
2026-05-24,67.63,2,Add-on Seats,North America
2026-05-24,415.5,1,Enterprise Plan,North America
2026-05-25,122.64,2,Starter Plan,EMEA
2026-05-25,60.48,1,Starter Plan,North America
2026-05-25,111.28,2,Starter Plan,North America
2026-05-25,60.48,1,Starter Plan,North America
2026-05-25,64.15,2,Add-on Seats,EMEA
2026-05-25,45.22,1,Starter Plan,North America
2026-05-25,840.49,2,Enterprise Plan,EMEA
2026-05-25,139.19,2,Starter Plan,North America
2026-05-25,430.78,2,Growth Plan,EMEA
2026-05-25,192.27,1,Growth Plan,EMEA
2026-05-25,320.9,2,Growth Plan,North America
2026-05-25,63.52,1,Starter Plan,North America
2026-05-25,36.72,1,Add-on Seats,EMEA
2026-05-25,68.92,1,Starter Plan,EMEA
2026-05-25,30.76,1,Add-on Seats,North America
2026-05-25,63.48,1,Starter Plan,North America
2026-05-25,499.91,1,Enterprise Plan,North America
2026-05-25,389.63,2,Growth Plan,North America
2026-05-25,139.63,2,Starter Plan,North America
2026-05-25,64.99,2,Add-on Seats,APAC
2026-05-25,381.8,2,Growth Plan,EMEA
2026-05-25,66.5,1,Starter Plan,North America
